Acrobolbus,顶苞苔属
Empetrum nigrum subsp. asiaticum,东北岩高兰
Empetrum nigrum var. albium,白果岩高兰
Enkianthus chinensis,灯笼树
Enkianthus deflexus,毛叶吊钟花
Enkianthus deflexus var. glabrescens,腺梗吊钟花
Enkianthus pauciflorus,少花吊钟花
Enkianthus perulatus,台湾吊钟花
Enkianthus quinqueflorus,吊钟花
Enkianthus serotinus,晚花吊钟花
Enkianthus serrulatus,齿缘吊钟花
Gaultheria borneensis,高山白珠
Gaultheria brevistipes,短柄白珠
Gaultheria cardiosepala,苍山白珠
Gaultheria codonantha,钟花白珠
Gaultheria cuneata,四川白珠
Gaultheria dolichopoda,长梗白珠
Gaultheria dumicola,丛林白珠
Gaultheria dumicola var. aspera,粗糙丛林白珠
Gaultheria dumicola var. hirticaulis,糙茎丛林白珠
Gaultheria dumicola var. petanoneuron,高山丛林白珠
Gaultheria dumicola var. pubipes,微毛丛林白珠
Gaultheria fragrantissima,芳香白珠
Gaultheria griffithiana,尾叶白珠
Gaultheria griffithiana var. insignis,多毛尾叶白珠
Gaultheria heteromera,异数白珠
Gaultheria hookeri,红粉白珠
Gaultheria hookeri var. angustifolia,狭叶红粉白珠
Gaultheria hypochlora,绿背白珠
Gaultheria jingdongensis,景东白珠
Gaultheria leucocarpa,白果白珠
Gaultheria leucocarpa var. crenulata,毛滇白珠
Gaultheria leucocarpa var. psilocarpa,秃果白珠
Gaultheria leucocarpa var. yunnanensis,滇白珠
Gaultheria longibracteolata,长苞白珠
Gaultheria longiracemosa,长序白珠
Gaultheria marronina,褐红白珠树
Gaultheria notabilis,短穗白珠
Gaultheria nummularioides,铜钱叶白珠
Gaultheria praticola,草地白珠
Gaultheria prostrata,平卧白珠
Gaultheria pseudonotabilis,假短穗白珠
Gaultheria purpurea,紫背白珠
Gaultheria pyrolifolia,鹿蹄草叶白珠
Gaultheria semi-infera,五雄白珠
Gaultheria sinensis,华白珠
Gaultheria sinensis var. nivea,白果华白珠
Gaultheria straminea,草黄白珠
Gaultheria suborbicularis,伏地白珠
Gaultheria taiwaniana,台湾白珠
Gaultheria tetramera,四裂白珠
Gaultheria trichophylla,刺毛白珠
Gaultheria trichophylla var. eciliata,无刺毛白珠
Gaultheria trichophylla var. tetracme,四芒刺毛白珠
Gaultheria trigonoclada,三棱枝白珠
Gaultheria wardii,西藏白珠
Gaultheria wardii var. elongata,延序白珠
Hypopitys monotropa,松下兰
Leucothoe griffithiana,尖基木藜芦
Leucothoe tonkinensis,圆基木藜芦
Lyonia compta,秀丽珍珠花
Lyonia doyonensis,圆叶珍珠花
Lyonia macrocalyx,大萼珍珠花
Lyonia ovalifolia,珍珠花
Lyonia ovalifolia var. elliptica,小果珍珠花
Lyonia ovalifolia var. hebecarpa,毛果珍珠花
Lyonia ovalifolia var. lanceolata,狭叶珍珠花
Lyonia ovalifolia var. rubrovenia,红脉珍珠花
Lyonia ovalifolia var. tomentosa,绒毛珍珠花
Lyonia villosa,毛叶珍珠花
Lyonia villosa var. sphaerantha,光叶珍珠花
Moneses uniflora,独丽花
Monotropa uniflora,水晶兰
Monotropa uniflora var. huoshanensis,霍山水晶兰
Monotropastrum arisanarum,阿里山沙晶兰
Monotropastrum humile,球果假沙晶兰
Monotropastrum sciaphilum,荫生沙晶兰
Orthilia obtusata,钝叶单侧花
Orthilia secunda,单侧花
Phyllodoce caerulea,松毛翠
Phyllodoce deflexa,反折松毛翠
Pieris formosa,美丽马醉木
Pieris japonica,马醉木
Pieris japonica f. rubra,粉花马醉木
Pieris swinhoei,长萼马醉木
Pyrola alboreticulata,花叶鹿蹄草
Pyrola asarifolia subsp. incarnata,红花鹿蹄草
Pyrola atropurpurea,紫背鹿蹄草
Pyrola calliantha,鹿蹄草
Pyrola chlorantha,绿花鹿蹄草
Pyrola chouana,阿尔泰鹿蹄草
Pyrola corbieri,贵阳鹿蹄草
Pyrola dahurica,兴安鹿蹄草
Pyrola decorata,普通鹿蹄草
Pyrola elegantula,长叶鹿蹄草
Pyrola forrestiana,大理鹿蹄草
Pyrola macrocalyx,长萼鹿蹄草
Pyrola markonica,马尔康鹿蹄草
Pyrola mattfeldiana,贵州鹿蹄草
Pyrola media,小叶鹿蹄草
Pyrola minor,短柱鹿蹄草
Pyrola monophylla,单叶鹿蹄草
Pyrola morrisonensis,台湾鹿蹄草
Pyrola renifolia,肾叶鹿蹄草
Pyrola rotundifolia,圆叶鹿蹄草
Pyrola rugosa,皱叶鹿蹄草
Pyrola shanxiensis,山西鹿蹄草
Pyrola sororia,珍珠鹿蹄草
Pyrola szechuanica,四川鹿蹄草
Pyrola tschanbaischanica,长白鹿蹄草
Pyrola xinjiangensis,新疆鹿蹄草
Rhododendron aberconwayi,碟花杜鹃
Rhododendron adenobracteum,腺苞杜鹃
Rhododendron adenogynum,腺房杜鹃
Rhododendron adenopodum,弯尖杜鹃
Rhododendron adenostyhum,腺柱马缨杜鹃
Rhododendron adenosum,枯鲁杜鹃
Rhododendron aganniphum,雪山杜鹃
Rhododendron aganniphum var. flavorufum,黄毛雪山杜鹃
Rhododendron aganniphum var. schizopeplum,裂毛雪山杜鹃
Rhododendron agastum,迷人杜鹃
Rhododendron agastum var. pennivenium,光柱迷人杜鹃
Rhododendron albertsenianum,亮红杜鹃
Rhododendron alutaceum,棕背杜鹃
Rhododendron alutaceum var. iodes,毛枝棕背杜鹃
Rhododendron alutaceum var. russotinctum,腺房棕背杜鹃
Rhododendron amandum,细枝杜鹃
Rhododendron ambiguum,问客杜鹃
Rhododendron amesiae,紫花杜鹃
Rhododendron amundsenianum,暗叶杜鹃
Rhododendron annae,桃叶杜鹃
Rhododendron annae subsp. laxiflorum,滇西桃叶杜鹃
Rhododendron anthopogon,髯花杜鹃
Rhododendron anthopogonoides,烈香杜鹃
Rhododendron anthosphaerum,团花杜鹃
Rhododendron aperantum,宿鳞杜鹃
Rhododendron araiophyllum,窄叶杜鹃
Rhododendron araiophyllum subsp. lapidosum,石生杜鹃
Rhododendron arboreum,树形杜鹃
Rhododendron arboreum var. cinnamomeum,棕色树形杜鹃
Rhododendron arboreum var. roseum,粉红树形杜鹃
Rhododendron argipeplum,毛枝杜鹃
Rhododendron argyrophyllum,银叶杜鹃
Rhododendron argyrophyllum subsp. nankingense,黔东银叶杜鹃
Rhododendron argyrophyllum subsp. omeiense,峨眉银叶杜鹃
Rhododendron argyrophyllum var. glabriovarium,光房银叶杜鹃
Rhododendron arizelum,夺目杜鹃
Rhododendron asperulum,瘤枝杜鹃
Rhododendron asterochnoum,汶川星毛杜鹃
Rhododendron asterochnoum var. brevipedicellatum,短梗星毛杜鹃
Rhododendron atropunicum,暗紫杜鹃
Rhododendron atrovirens,大关杜鹃
Rhododendron augustinii,毛肋杜鹃
Rhododendron augustinii subsp. augustinii,毛肋杜鹃(原亚种)
Rhododendron augustinii subsp. chasmanthum,张口杜鹃
Rhododendron aureum,牛皮杜鹃
Rhododendron auriculatum,耳叶杜鹃
Rhododendron auritum,折萼杜鹃
Rhododendron baihuaense,高黎贡山杜鹃
Rhododendron baileyi,辐花杜鹃
Rhododendron bainaense,百纳杜鹃
Rhododendron bainbridgeanum,毛萼杜鹃
Rhododendron balangense,巴朗杜鹃
Rhododendron balfourianum,粉钟杜鹃
Rhododendron balfourianum var. aganniphoides,白毛粉钟杜鹃
Rhododendron bamaense,斑玛杜鹃
Rhododendron barbatum,硬刺杜鹃
Rhododendron barkamense,马尔康杜鹃
Rhododendron basilicum,粗枝杜鹃
Rhododendron beanianum,刺枝杜鹃
Rhododendron beesianum,宽钟杜鹃
Rhododendron bellissimum,美鳞杜鹃
Rhododendron bijiangense,碧江杜鹃
Rhododendron bivelatum,双被杜鹃
Rhododendron bonvalotii,折多杜鹃
Rhododendron boothii,柠檬杜鹃
Rhododendron brachyanthum,短花杜鹃
Rhododendron brachyanthum subsp. hypolepidotum,绿柱杜鹃
Rhododendron brachypodum,短梗杜鹃
Rhododendron bracteatum,苞叶杜鹃
Rhododendron brevicaudatum,短尾杜鹃
Rhododendron brevinerve,短脉杜鹃
Rhododendron brevipetiolatum,短柄杜鹃
Rhododendron bulu,蜿蜒杜鹃
Rhododendron bureavii,锈红杜鹃
Rhododendron caesium,蓝灰糙毛杜鹃
Rhododendron callimorphum,卵叶杜鹃
Rhododendron callimorphum var. myiagrum,白花卵叶杜鹃
Rhododendron calophytum,美容杜鹃
Rhododendron calophytum var. jinfuense,金佛山美容杜鹃
Rhododendron calophytum var. openshawianum,尖叶美容杜鹃
Rhododendron calophytum var. pauciflorum,疏花美容杜鹃
Rhododendron calostrotum,美被杜鹃
Rhododendron calostrotum var. calciphilum,小叶美被杜鹃
Rhododendron calvescens,变光杜鹃
Rhododendron calvescens var. duseimatum,长梗变光杜鹃
Rhododendron camelliiflorum,茶花杜鹃
Rhododendron campanulatum,钟花杜鹃
Rhododendron campanulatum subsp. aeruginosum,铜叶钟花杜鹃
Rhododendron campylocarpum,弯果杜鹃
Rhododendron campylocarpum subsp. caloxanthum,美丽弯果杜鹃
Rhododendron campylogynum,弯柱杜鹃
Rhododendron capitatum,头花杜鹃
Rhododendron catacosum,瓣萼杜鹃
Rhododendron cavaleriei,多花杜鹃
Rhododendron cephalanthum,毛喉杜鹃
Rhododendron cerasinum,樱花杜鹃
Rhododendron chamaethomsonii,云雾杜鹃
Rhododendron chamaethomsonii var. chamaedoron,毛背云雾杜鹃
Rhododendron chamaethomsonii var. chamaethauma,短萼云雾杜鹃
Rhododendron championiae,刺毛杜鹃
Rhododendron changii,树枫杜鹃
Rhododendron chaoanense,潮安杜鹃
Rhododendron charitopes,雅容杜鹃
Rhododendron charitopes subsp. tsangpoense,藏布杜鹃
Rhododendron chihsinianum,红滩杜鹃
Rhododendron chilanshanense,棲兰山杜鹃
Rhododendron chionanthum,高山白花杜鹃
Rhododendron chrysocalyx,金萼杜鹃
Rhododendron chrysocalyx subsp. meridionale,南边杜鹃
Rhododendron chrysocalyx var. chrysocalyx,金萼杜鹃(原变种)
Rhododendron chrysodoron,纯黄杜鹃
Rhododendron chunienii,椿年杜鹃
Rhododendron ciliatum,睫毛杜鹃
Rhododendron ciliicalyx,睫毛萼杜鹃
Rhododendron ciliicalyx subsp. lyi,长柱睫毛萼杜鹃
Rhododendron ciliipes,香花白杜鹃
Rhododendron cinnabarinum,朱砂杜鹃
Rhododendron cinnabarinum subsp. tamaense,龙江朱砂杜鹃
Rhododendron cinnabarinum var. roylei,深红朱砂杜鹃
Rhododendron circinnatum,卷毛杜鹃
Rhododendron citriniflorum,橙黄杜鹃
Rhododendron citriniflorum var. horaeum,美艳橙黄杜鹃
Rhododendron clementinae,麻点杜鹃
Rhododendron clementinae subsp. aureodorsale,金背杜鹃
Rhododendron cochlearifolium,匙叶杜鹃
Rhododendron codonanthum,腺蕊杜鹃
Rhododendron coelicum,滇缅杜鹃
Rhododendron coeloneurum,粗脉杜鹃
Rhododendron comisteum,砾石杜鹃
Rhododendron complexum,环绕杜鹃
Rhododendron concinnum,秀雅杜鹃
Rhododendron coriaceum,革叶杜鹃
Rhododendron coryanum,光蕊杜鹃
Rhododendron crinigerum,长粗毛杜鹃
Rhododendron crinigerum var. euadenium,腺背长粗毛杜鹃
Rhododendron cuneatum,楔叶杜鹃
Rhododendron cyanocarpum,蓝果杜鹃
Rhododendron dachengense,大橙杜鹃
Rhododendron dachengense var. scopulum,圣堂杜鹃
Rhododendron dalhousieae,长药杜鹃
Rhododendron dalhousieae var. rhabdotum,红绒长药杜鹃
Rhododendron danbaense,丹巴杜鹃
Rhododendron dasycladoides,漏斗杜鹃
Rhododendron dasypetalum,毛瓣杜鹃
Rhododendron datiandingense,大田顶杜鹃
Rhododendron dauricum,兴安杜鹃
Rhododendron davidii,腺果杜鹃
Rhododendron davidsonianum,凹叶杜鹃
Rhododendron dawuense,道孚杜鹃
Rhododendron dayaoshanense,大瑶山杜鹃
Rhododendron dayiense,大邑杜鹃
Rhododendron declivatum,陡生杜鹃
Rhododendron decorum,大白杜鹃
Rhododendron decorum subsp. cordatum,心基大白杜鹃
Rhododendron decorum subsp. diaprepes,高尚大白杜鹃
Rhododendron decorum subsp. parvistigmatis,小头大白杜鹃
Rhododendron dekatanum,隆子杜鹃
Rhododendron delavayi,马缨杜鹃
Rhododendron delavayi var. peramoenum,狭叶马缨杜鹃
Rhododendron delavayi var. pilostylum,毛柱马缨杜鹃
Rhododendron delavayi var. puberulum,微毛马缨杜鹃
Rhododendron dendricola,附生杜鹃
Rhododendron dendrocharis,树生杜鹃
Rhododendron densifolium,密叶杜鹃
Rhododendron denudatum,皱叶杜鹃
Rhododendron denudatum var. glabriovarium,光房皱叶杜鹃
Rhododendron detersile,干净杜鹃
Rhododendron dichroanthum,两色杜鹃
Rhododendron dichroanthum subsp. apodectum,可喜杜鹃
Rhododendron dichroanthum subsp. scyphocalyx,杯萼两色杜鹃
Rhododendron dichroanthum subsp. septentrionale,腺梗两色杜鹃
Rhododendron dignabile,疏毛杜鹃
Rhododendron dimitrum,苍山杜鹃
Rhododendron discolor,喇叭杜鹃
Rhododendron dumicola,灌丛杜鹃
Rhododendron ebianense,峨边杜鹃
Rhododendron eclecteum,杂色杜鹃
Rhododendron eclecteum var. bellatulum,长柄杂色杜鹃
Rhododendron edgeworthii,泡泡叶杜鹃
Rhododendron elegantulum,金江杜鹃
Rhododendron emarginatum,缺顶杜鹃
Rhododendron erastum,匍匐杜鹃
Rhododendron eriobotryoides,枇杷叶杜鹃
Rhododendron eriocarpum,绵毛果杜鹃
Rhododendron eriocarpum var. tawadae,钓鱼岛杜鹃
Rhododendron erosum,啮蚀杜鹃
Rhododendron esetulosum,喙尖杜鹃
Rhododendron euchroum,滇西杜鹃
Rhododendron eudoxum,华丽杜鹃
Rhododendron eudoxum var. bruneifolium,褐叶华丽杜鹃
Rhododendron eudoxum var. mesopolium,白毛华丽杜鹃
Rhododendron eurysiphon,宽筒杜鹃
Rhododendron exasperatum,粗糙叶杜鹃
Rhododendron excellens,大喇叭杜鹃
Rhododendron faberi,金顶杜鹃
Rhododendron faberi subsp. prattii,大叶金顶杜鹃
Rhododendron facetum,绵毛房杜鹃
Rhododendron faithiae,大云锦杜鹃
Rhododendron fangchengense,防城杜鹃
Rhododendron farinosum,钝头杜鹃
Rhododendron farrerae,丁香杜鹃
Rhododendron fastigiatum,密枝杜鹃
Rhododendron faucium,猴斑杜鹃
Rhododendron feddei,黔中杜鹃
Rhododendron flavantherum,黄药杜鹃
Rhododendron flavidum,淡黄杜鹃
Rhododendron flavidum var. psilostylum,光柱淡黄杜鹃
Rhododendron flavoflorum,泸水杜鹃
Rhododendron fletcherianum,翅柄杜鹃
Rhododendron floccigerum,绵毛杜鹃
Rhododendron floribundum,繁花杜鹃
Rhododendron formosanum,台湾杜鹃
Rhododendron forrestii,紫背杜鹃
Rhododendron forrestii subsp. papillatum,乳突紫背杜鹃
Rhododendron fortunei,云锦杜鹃
Rhododendron fragariiflorum,草莓花杜鹃
Rhododendron fuchsiifolium,贵定杜鹃
Rhododendron fulgens,猩红杜鹃
Rhododendron fulvum,镰果杜鹃
Rhododendron fulvum subsp. fulvoides,棕叶镰果杜鹃
Rhododendron fuscipilum,棕毛杜鹃
Rhododendron fuyuanense,富源杜鹃
Rhododendron galactinum,乳黄叶杜鹃
Rhododendron gannanense,甘南杜鹃
Rhododendron gemmiferum,大芽杜鹃
Rhododendron genestierianum,灰白杜鹃
Rhododendron glanduliferum,大果杜鹃
Rhododendron glaucophyllum,苍白叶杜鹃
Rhododendron glischrum,黏毛杜鹃
Rhododendron glischrum subsp. rude,红黏毛杜鹃
Rhododendron gologense,果洛杜鹃
Rhododendron gonggashanense,贡嘎山杜鹃
Rhododendron gongshanense,贡山杜鹃
Rhododendron grande,巨魁杜鹃
Rhododendron griersonianum,朱红大杜鹃
Rhododendron griffithianum,不丹杜鹃
Rhododendron guangnanense,广南杜鹃
Rhododendron guihainianum,桂海杜鹃
Rhododendron guizhouense,贵州杜鹃
Rhododendron habrotrichum,粗毛杜鹃
Rhododendron haematodes,似血杜鹃
Rhododendron haematodes subsp. chaetomallum,绢毛杜鹃
Rhododendron hainanense,海南杜鹃
Rhododendron hanceanum,疏叶杜鹃
Rhododendron hancockii,滇南杜鹃
Rhododendron hancockii var. longisepalum,长萼滇南杜鹃
Rhododendron haofui,光枝杜鹃
Rhododendron heizhugouense,黑竹沟杜鹃
Rhododendron heliolepis,亮鳞杜鹃
Rhododendron heliolepis var. fumidum,灰褐亮鳞杜鹃
Rhododendron heliolepis var. oporinum,毛冠亮鳞杜鹃
Rhododendron hemitrichotum,粉背碎米花
Rhododendron hemsleyanum,波叶杜鹃
Rhododendron hemsleyanum var. chengianum,无腺杜鹃
Rhododendron henanense,河南杜鹃
Rhododendron henanense subsp. lingbaoense,灵宝杜鹃
Rhododendron henryi,弯蒴杜鹃
Rhododendron henryi var. dunnii,秃房杜鹃
Rhododendron heteroclitum,异常杜鹃
Rhododendron hippophaeoides,灰背杜鹃
Rhododendron hippophaeoides var. occidentale,长柱灰背杜鹃
Rhododendron hirsutipetiolatum,凸脉杜鹃
Rhododendron hirtipes,硬毛杜鹃
Rhododendron hodgsonii,多裂杜鹃
Rhododendron hoi,川北杜鹃
Rhododendron hongkongense,白马银花
Rhododendron hookeri,串珠杜鹃
Rhododendron huadingense,华顶杜鹃
Rhododendron huangpingense,黄坪杜鹃
Rhododendron huanum,凉山杜鹃
Rhododendron huguangense,大鳞杜鹃
Rhododendron huidongense,会东杜鹃
Rhododendron hunanense,湖南杜鹃
Rhododendron hunnewellianum,岷江杜鹃
Rhododendron hunnewellianum subsp. rockii,黄毛岷江杜鹃
Rhododendron hylaeum,粉果杜鹃
Rhododendron hypenanthum,毛花杜鹃
Rhododendron hyperythrum,微笑杜鹃
Rhododendron hypoglaucum,粉白杜鹃
Rhododendron igneum,肉红杜鹃
Rhododendron impeditum,粉紫杜鹃
Rhododendron indicum,皋月杜鹃
Rhododendron insigne,不凡杜鹃
Rhododendron insigne var. hejiangense,合江银叶杜鹃
Rhododendron intricatum,隐蕊杜鹃
Rhododendron invictum,绝伦杜鹃
Rhododendron irroratum,露珠杜鹃
Rhododendron irroratum subsp. pogonostylum,红花露珠杜鹃
Rhododendron jinboense,金波杜鹃
Rhododendron jinchangense,金厂杜鹃
Rhododendron jingangshanicum,井冈山杜鹃
Rhododendron jinpingense,金平杜鹃
Rhododendron jinxiuense,金秀杜鹃
Rhododendron jiulongshanense,九龙山杜鹃
Rhododendron joniense,卓尼杜鹃
Rhododendron kanehirae,台北杜鹃
Rhododendron kasoense,黄管杜鹃
Rhododendron kawakamii,着生杜鹃
Rhododendron kawakamii var. flaviflorum,黄色着生杜鹃
Rhododendron keleticum,独龙杜鹃
Rhododendron kendrickii,多斑杜鹃
Rhododendron keysii,管花杜鹃
Rhododendron kiangsiense,江西杜鹃
Rhododendron kongboense,工布杜鹃
Rhododendron kyawii,星毛杜鹃
Rhododendron labolengense,拉卜楞杜鹃
Rhododendron lacteum,乳黄杜鹃
Rhododendron lanatoides,淡钟杜鹃
Rhododendron lanatum,黄钟杜鹃
Rhododendron lanigerum,林生杜鹃
Rhododendron laojunshanense,老君山杜鹃
Rhododendron lapponicum,高山杜鹃
Rhododendron lateriflorum,侧花杜鹃
Rhododendron latoucheae,鹿角杜鹃
Rhododendron laudandum,毛冠杜鹃
Rhododendron laudandum var. temoense,疏毛冠杜鹃
Rhododendron leiboense,雷波杜鹃
Rhododendron leishanicum,雷山杜鹃
Rhododendron lepidostylum,常绿糙毛杜鹃
Rhododendron lepidotum,鳞腺杜鹃
Rhododendron leptocarpum,异鳞杜鹃
Rhododendron leptocladon,金平林生杜鹃
Rhododendron leptopeplum,腺绒杜鹃
Rhododendron leptothrium,薄叶马银花
Rhododendron leucaspis,白背杜鹃
Rhododendron levinei,南岭杜鹃
Rhododendron liaoxigense,辽西杜鹃
Rhododendron liboense,荔波杜鹃
Rhododendron lilacinum,丁香紫杜鹃
Rhododendron liliiflorum,百合花杜鹃
Rhododendron lindleyi,大花杜鹃
Rhododendron linearilobum,线萼杜鹃
Rhododendron linguiense,临桂杜鹃
Rhododendron longesquamatum,长鳞杜鹃
Rhododendron longicalyx,长萼杜鹃
Rhododendron longifalcatum,长尖杜鹃
Rhododendron longilobum,凸纹杜鹃
Rhododendron longipedicellatum,长梗杜鹃
Rhododendron longipes,长柄杜鹃
Rhododendron longipes var. chienianum,金山杜鹃
Rhododendron longistylum,长柱杜鹃
Rhododendron longistylum subsp. decumbens,平卧长柱杜鹃
Rhododendron loniceriflorum,忍冬杜鹃
Rhododendron ludlowii,广口杜鹃
Rhododendron luhuoense,炉霍杜鹃
Rhododendron lukiangense,蜡叶杜鹃
Rhododendron lulangense,鲁浪杜鹃
Rhododendron lungchiense,龙溪杜鹃
Rhododendron lutescens,黄花杜鹃
Rhododendron mackenzianum,长蒴杜鹃
Rhododendron maculatum,小白杜鹃
Rhododendron maculiferum,麻花杜鹃
Rhododendron maculiferum subsp. anhweiense,黄山杜鹃
Rhododendron maddenii,隐脉杜鹃
Rhododendron maddenii subsp. crassum,滇隐脉杜鹃
Rhododendron magnificum,强壮杜鹃
Rhododendron magniflorum,贵州大花杜鹃
Rhododendron maguanense,马关杜鹃
Rhododendron mainlingense,米林杜鹃
Rhododendron mallotum,羊毛杜鹃
Rhododendron maoerense,猫儿山杜鹃
Rhododendron maowenense,茂汶杜鹃
Rhododendron mariae,岭南杜鹃
Rhododendron mariae subsp. flumineum,河边杜鹃
Rhododendron mariae subsp. microphyton,亮毛杜鹃
Rhododendron martinianum,少花杜鹃
Rhododendron meddianum,红萼杜鹃
Rhododendron meddianum var. atrokermesinum,腺房红萼杜鹃
Rhododendron medoense,墨脱马银花
Rhododendron megacelyx,大萼杜鹃
Rhododendron megalanthum,西藏杜鹃
Rhododendron megeratum,招展杜鹃
Rhododendron mekongense,弯月杜鹃
Rhododendron mekongense var. longipilosum,长毛弯月杜鹃
Rhododendron mekongense var. melinanthum,蜜花弯月杜鹃
Rhododendron mekongense var. rubrolineatum,红线杜鹃
Rhododendron mengtszense,蒙自杜鹃
Rhododendron mianningense,冕宁杜鹃
Rhododendron micranthum,照山白
Rhododendron microcarpum,小果马银花
